price,geo_lat,geo_lng,metro,floor,floor_count,square,living_square,kitchen_square,year,finish_type,ceiling_height,view,house_type,heating,breakdown,accomodation_type,author,room_count,floor_ratio,room_ratio,living_ratio,kitchen_ratio
220000000,55.787958,37.567042,Динамо,8,10,220.0,173.0,25.0,2017,Дизайнерский,3.0,Во двор,Монолитный,unknown,Нет,Вторичка / Апартаменты,unknown,5,0.8,44.0,0.7863636363636364,0.11363636363636363
59332996,55.68306249054535,37.63827659559256,Нагатинская,26,26,120.2,55.0,27.0,2024,Без отделки,2.87,Во двор,Монолитный,unknown,unknown,Новостройка,Level Group,5,1.0,24.04,0.45757071547420963,0.22462562396006655
404201250,55.736681,37.599319,Парк культуры,2,8,245.9,210.0,23.0,2009,Без ремонта,3.3,На улицу и двор,Кирпичный,Центральное,Нет,Вторичка,unknown,5,0.25,49.18,0.8540056933712892,0.09353395689304596
51410774,55.716326,37.430732,Славянский бульвар,30,30,139.02,86.96,6.2,2023,Без отделки,3.3,На улицу и двор,Монолитный,unknown,unknown,Новостройка,ГК Инград,5,1.0,27.804000000000002,0.6255215076967342,0.04459789958279384
16500000,56.353744,37.530831,Шереметьевская,6,6,137.1,115.0,20.0,2000,Евроремонт,3.1,На улицу,Кирпичный,Центральное,Нет,Вторичка,unknown,5,1.0,27.419999999999998,0.838803792851933,0.14587892049598833
63319952,55.686655,37.642581,ЗИЛ,10,27,157.4,77.1,31.5,2025,Без отделки,2.98,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,Группа Эталон,5,0.37037037037037035,31.48,0.48983481575603555,0.20012706480304954
36452971,55.5921834419841,37.429630526745,Прокшино,2,12,149.3,68.9,12.8,2024,Без отделки,2.9,На улицу,Монолитно-кирпичный,unknown,unknown,Новостройка,А101,5,0.16666666666666666,29.860000000000003,0.4614869390488949,0.08573342263898191
85000000,55.76336,37.659772,Чкаловская,10,11,136.7,85.51,16.61,2022,Без ремонта,5.25,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Вторичка / Апартаменты,unknown,5,0.9090909090909091,27.339999999999996,0.6255303584491588,0.12150694952450622
19900000,55.455673,37.504915,Силикатная,3,3,208.0,112.0,20.0,2012,Евроремонт,3.0,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Вторичка,unknown,5,1.0,41.6,0.5384615384615384,0.09615384615384616
26047123,55.8350947821365,37.245934314787,Опалиха,4,6,117.3,73.37,14.25,2024,Без отделки,3.0,unknown,unknown,unknown,unknown,Новостройка,unknown,5,0.6666666666666666,23.46,0.6254901960784315,0.12148337595907929
115000000,55.718973,37.478908,Давыдково,27,31,212.0,100.0,13.0,2008,Евроремонт,3.0,На улицу и двор,unknown,Центральное,Нет,Вторичка,unknown,5,0.8709677419354839,42.4,0.4716981132075472,0.06132075471698113
69000000,55.840846,37.515182,Коптево,5,6,168.0,140.0,20.0,1917,Без ремонта,3.1,Во двор,unknown,Центральное,Нет,Вторичка / Апартаменты,unknown,5,0.8333333333333334,33.6,0.8333333333333334,0.11904761904761904
42418286,55.82653044281569,37.41500140295365,Тушинская,24,24,155.7,85.6,29.0,2024,Без отделки,3.6,На улицу и двор,Монолитный,unknown,unknown,Новостройка / Апартаменты,Level Group,5,1.0,31.139999999999997,0.5497752087347463,0.18625561978163135
85824000,55.767641,37.629206,Трубная,5,5,190.0,120.0,20.0,2009,Без ремонта,3.1,unknown,Монолитный,Центральное,Нет,Вторичка,unknown,5,1.0,38.0,0.631578947368421,0.10526315789473684
500000000,55.736914,37.601519,Парк культуры,2,4,192.1,153.0,23.34,-1000,Евроремонт,3.1,На улицу,Монолитный,unknown,Нет,Вторичка / Апартаменты,unknown,5,0.5,38.42,0.7964601769911505,0.12149921915668922
494023750,55.730426,37.574067,Фрунзенская,9,10,320.0,120.0,25.0,2008,Дизайнерский,3.2,Во двор,Монолитно-кирпичный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.9,64.0,0.375,0.078125
90000000,55.661013,37.560296,Зюзино,13,20,248.1,225.1,18.0,-1000,unknown,3.0,unknown,Монолитный,unknown,unknown,Вторичка,unknown,5,0.65,49.62,0.9072954453849255,0.07255139056831923
260000000,55.719683,37.578343,Фрунзенская,2,10,260.0,107.0,20.0,2007,Без ремонта,3.1,unknown,Кирпичный,Центральное,Нет,Вторичка,unknown,5,0.2,52.0,0.4115384615384615,0.07692307692307693
225000000,55.739671,37.587398,Парк культуры,8,9,332.0,207.67,40.34,1905,Дизайнерский,3.1,unknown,Кирпичный,Центральное,Нет,Вторичка,unknown,5,0.8888888888888888,66.4,0.6255120481927711,0.12150602409638556
92000000,55.716757,37.498312,Минская,9,14,136.0,85.07,16.53,2023,Без ремонта,3.6,На улицу и двор,Монолитный,unknown,unknown,Вторичка,unknown,5,0.6428571428571429,27.2,0.6255147058823529,0.12154411764705883
544000000,55.749603,37.597872,Арбатская,7,9,320.0,200.16,38.89,2012,Дизайнерский,3.15,На улицу и двор,unknown,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.7777777777777778,64.0,0.6255,0.12153125000000001
115000000,55.76336,37.659772,Курская,11,11,175.1,109.53,21.28,-1000,Без ремонта,3.1,На улицу и двор,Монолитный,unknown,unknown,Вторичка / Апартаменты,unknown,5,1.0,35.019999999999996,0.6255282695602513,0.12153055396916049
17600000,55.746704,37.983582,Ольгино,13,16,114.0,67.2,10.8,2004,Евроремонт,2.7,Во двор,unknown,Центральное,Нет,Вторичка,unknown,5,0.8125,22.8,0.5894736842105264,0.09473684210526316
94990000,55.697975,37.505274,Раменки,5,17,212.0,195.0,12.0,1998,Дизайнерский,2.7,unknown,Панельный,Центральное,Нет,Вторичка,unknown,5,0.29411764705882354,42.4,0.9198113207547169,0.05660377358490566
79900000,55.80651,37.449866,Щукинская,40,48,172.0,107.59,45.0,2003,Дизайнерский,3.2,На улицу и двор,Кирпичный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.8333333333333334,34.4,0.6255232558139535,0.2616279069767442
280000000,55.716848,37.508023,Минская,2,12,290.0,200.0,18.0,2006,Дизайнерский,3.1,На улицу и двор,Кирпичный,Центральное,Нет,Вторичка,unknown,5,0.16666666666666666,58.0,0.6896551724137931,0.06206896551724138
18000000,55.590495,38.249564,Ипподром,1,3,200.0,106.0,18.0,2007,Без ремонта,3.1,На улицу и двор,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.3333333333333333,40.0,0.53,0.09
294000000,55.742853,37.585763,Смоленская,6,7,271.7,220.0,25.0,2012,Без ремонта,3.4,На улицу и двор,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.8571428571428571,54.339999999999996,0.8097165991902834,0.09201324990798676
115000000,55.757556,37.651592,Курская,4,4,217.4,150.0,40.0,2017,Без ремонта,3.1,unknown,Монолитный,unknown,Нет,Вторичка / Апартаменты,unknown,5,1.0,43.480000000000004,0.6899724011039559,0.18399264029438822
242000000,55.722588,37.558391,Спортивная,8,8,205.0,170.0,25.0,2008,Дизайнерский,3.0,unknown,unknown,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,1.0,41.0,0.8292682926829268,0.12195121951219512
95000000,55.762145,37.63447,Лубянка,2,5,190.0,118.85,20.0,1917,Евроремонт,3.7,На улицу и двор,unknown,Центральное,Нет,Вторичка,unknown,5,0.4,38.0,0.6255263157894737,0.10526315789473684
18874854,55.5188946268038,37.0736274281569,Апрелевка,1,3,133.58,58.3,13.8,2026,Без отделки,3.1,unknown,Кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.3333333333333333,26.716,0.43644258122473417,0.10330887857463691
170000000,55.714506,37.474695,Матвеевское,24,26,300.0,187.65,36.46,2021,Без ремонта,3.2,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,5,0.9230769230769231,60.0,0.6255000000000001,0.12153333333333334
31610653,55.560326,37.502624,Потапово,16,17,139.3,86.7,43.6,2025,Без отделки,2.89,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка,А101,5,0.9411764705882353,27.860000000000003,0.6223977027997128,0.31299353912419237
83990000,55.669894,37.515371,Новаторская,8,29,200.0,127.0,16.4,2002,Евроремонт,3.1,На улицу и двор,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.27586206896551724,40.0,0.635,0.08199999999999999
94134960,55.786126271112,37.6901211626721,Сокольники,5,16,175.2,109.59,21.29,2021,Без отделки,3.4,unknown,Монолитный,unknown,unknown,Новостройка,unknown,5,0.3125,35.04,0.6255136986301371,0.12151826484018265
19000000,55.981656,37.856875,Выхино,1,3,202.0,84.9,35.0,-1000,Косметический,2.7,Во двор,unknown,unknown,unknown,Вторичка,unknown,5,0.3333333333333333,40.4,0.42029702970297034,0.17326732673267325
70369151,55.7765552707692,37.6958650112517,Электрозаводская,13,13,111.7,46.8,45.6,2025,Без отделки,6.3,Во двор,Монолитный,unknown,unknown,Новостройка,Level Group,5,1.0,22.34,0.4189794091316025,0.40823634735899733
103270572,55.7669319256023,37.50625775042,Хорошево,29,43,145.1,69.2,6.1,2025,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.6744186046511628,29.02,0.4769124741557547,0.04203997243280496
270000000,55.740421,37.591386,Парк культуры,3,5,245.9,168.0,18.0,1910,Дизайнерский,3.8,Во двор,Кирпичный,Автономная котельная,Нет,Вторичка,unknown,5,0.6,49.18,0.6832045546970313,0.07320048800325335
575000000,55.726974,37.569611,Спортивная,14,18,230.0,180.0,20.0,2022,Дизайнерский,3.3,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,5,0.7777777777777778,46.0,0.782608695652174,0.08695652173913043
114209092,55.767656,37.504717,Хорошево,33,44,148.1,70.6,18.8,2024,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.75,29.619999999999997,0.4767049291019581,0.12694125590817015
260000000,55.739716,37.604169,Кропоткинская,7,7,230.0,143.87,15.0,1999,Дизайнерский,3.0,На улицу и двор,Монолитный,Центральное,Нет,Вторичка / Пентхаус,unknown,5,1.0,46.0,0.6255217391304349,0.06521739130434782
78206400,55.72013197209565,37.64497606666403,Пролетарская,26,27,144.0,97.5,17.5,2026,Без отделки,3.3,unknown,Монолитный,unknown,unknown,Новостройка,TEKTA GROUP,5,0.9629629629629629,28.8,0.6770833333333334,0.12152777777777778
38500000,55.709799,37.478253,Матвеевское,10,16,153.6,120.0,14.0,1997,Без ремонта,3.1,unknown,Панельный,Центральное,Нет,Вторичка,unknown,5,0.625,30.72,0.78125,0.09114583333333334
161122745,55.71577428439105,37.65134489451169,Автозаводская,16,16,216.31,135.3,11.5,2024,Без отделки,3.0,Во двор,Монолитный,unknown,unknown,Новостройка,ГК Инград,5,1.0,43.262,0.6254911931949517,0.053164439924182884
404201250,55.716848,37.508023,Минская,4,12,328.6,205.54,20.0,2006,Дизайнерский,3.0,На улицу и двор,Кирпичный,Центральное,Нет,Вторичка,unknown,5,0.3333333333333333,65.72,0.6255021302495435,0.06086427267194157
145000000,55.770598,37.397602,Крылатское,4,7,220.0,103.0,18.5,2006,Дизайнерский,3.0,Во двор,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.5714285714285714,44.0,0.4681818181818182,0.08409090909090909
154000000,55.69247,37.483903,Мичуринский проспект,2,12,195.1,83.0,50.0,2023,Без ремонта,3.1,Во двор,unknown,unknown,Нет,Вторичка,unknown,5,0.16666666666666666,39.019999999999996,0.42542286007175806,0.25627883136852897
156990000,55.756619,37.638835,Китай-город,3,5,304.0,250.0,10.0,1912,Дизайнерский,3.1,unknown,unknown,Центральное,Нет,Вторичка,unknown,5,0.6,60.8,0.8223684210526315,0.03289473684210526
170000000,55.742853,37.585763,Смоленская,5,7,185.0,115.72,22.48,2011,Без ремонта,3.1,unknown,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.7142857142857143,37.0,0.6255135135135135,0.12151351351351351
79720650,55.72013197209565,37.64497606666403,Пролетарская,26,27,144.5,91.1,17.56,2026,Без отделки,3.3,unknown,Монолитный,unknown,unknown,Новостройка,TEKTA GROUP,5,0.9629629629629629,28.9,0.6304498269896194,0.12152249134948095
250000000,55.755312,37.545626,Деловой центр (Выставочная),18,21,190.0,118.85,23.09,2019,Без ремонта,3.2,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,5,0.8571428571428571,38.0,0.6255263157894737,0.12152631578947368
179645000,55.767266,37.627364,Трубная,1,3,168.4,105.34,20.0,2010,Косметический,3.0,unknown,unknown,Центральное,Нет,Вторичка,unknown,5,0.3333333333333333,33.68,0.6255344418052257,0.1187648456057007
76065140,55.720185,37.647073,Пролетарская,32,33,120.7,84.7,14.67,2026,Без отделки,4.35,unknown,unknown,unknown,unknown,Новостройка,unknown,5,0.9696969696969697,24.14,0.7017398508699254,0.12154101077050539
588517020,55.722198,37.56971,Спортивная,3,7,278.0,160.0,19.0,-1000,Без ремонта,3.1,На улицу и двор,Монолитный,unknown,unknown,Вторичка,unknown,5,0.42857142857142855,55.6,0.5755395683453237,0.0683453237410072
197000000,55.762895,37.58941,Баррикадная,5,6,196.8,123.1,30.0,1914,Дизайнерский,3.2,unknown,Панельный,Центральное,Нет,Вторичка,unknown,5,0.8333333333333334,39.36,0.6255081300813008,0.1524390243902439
108965960,55.7669319256023,37.50625775042,Хорошево,43,43,162.2,68.9,7.0,2025,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,1.0,32.44,0.42478421701602964,0.04315659679408138
249000000,55.7256,37.570276,Спортивная,12,14,201.14,125.81,24.44,2022,Без ремонта,3.1,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,5,0.8571428571428571,40.227999999999994,0.6254847369991051,0.12150740777567864
199999000,55.749582,37.59957,Арбатская,2,8,180.0,112.59,21.87,2005,Без ремонта,3.2,unknown,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.25,36.0,0.6255000000000001,0.12150000000000001
24293798,55.6770592075025,37.235770492043,Одинцово,21,24,113.74,71.15,7.2,2024,Без отделки,2.74,Во двор,Монолитный,unknown,unknown,Новостройка,ГК Инград,5,0.875,22.747999999999998,0.6255494988570425,0.06330226833128187
588517020,55.722568,37.570357,Спортивная,3,9,273.0,200.0,20.0,2015,Без ремонта,3.1,unknown,Монолитный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.3333333333333333,54.6,0.7326007326007326,0.07326007326007326
208000000,55.69247,37.483903,Мичуринский проспект,5,12,205.3,128.42,24.8,2021,Без ремонта,3.65,На улицу и двор,unknown,unknown,Нет,Вторичка,unknown,5,0.4166666666666667,41.06,0.6255236239649292,0.12079883097905504
321923840,55.776041,37.600253,Новослободская,1,3,236.0,147.62,28.68,2021,Без ремонта,4.2,Во двор,Монолитный,unknown,unknown,Вторичка,unknown,5,0.3333333333333333,47.2,0.6255084745762712,0.12152542372881356
230000000,55.742205,37.63376,Новокузнецкая,9,9,297.7,186.21,54.0,2011,Без ремонта,3.4,Во двор,Кирпичный,Центральное,Нет,Вторичка,unknown,5,1.0,59.54,0.6254954652334566,0.18139066174000673
85751775,55.6908910342377,37.6672988306877,Технопарк,22,23,159.9,92.8,19.43,2023,Без отделки,3.15,unknown,Монолитный,unknown,unknown,Новостройка,Regions Development,5,0.9565217391304348,31.98,0.5803627267041901,0.1215134459036898
314000000,55.726989,37.571875,Спортивная,9,13,197.0,108.5,25.3,-1000,Без ремонта,3.1,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Вторичка,unknown,5,0.6923076923076923,39.4,0.550761421319797,0.1284263959390863
240000000,55.761558,37.549067,Улица 1905 года,2,21,242.0,151.37,29.41,2017,Дизайнерский,3.2,На улицу и двор,Монолитный,unknown,unknown,Вторичка,unknown,5,0.09523809523809523,48.4,0.6254958677685951,0.12152892561983471
92359937,55.7265533861493,37.6437956111142,Павелецкая,8,18,132.6,82.94,16.11,2025,unknown,3.3,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,5,0.4444444444444444,26.52,0.6254901960784314,0.12149321266968326
96044564,55.71417156593328,37.65155880442167,Автозаводская,15,16,149.23,93.34,19.0,2024,Без отделки,3.0,На улицу,Монолитный,unknown,unknown,Новостройка,ГК Инград,5,0.9375,29.845999999999997,0.6254774509146955,0.1273202439187831
96005012,55.7265533861493,37.6437956111142,Павелецкая,11,18,134.7,84.26,16.37,2025,unknown,3.3,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,5,0.6111111111111112,26.939999999999998,0.6255382331106163,0.12152932442464738
97857413,55.7173229666983,37.6510892605417,Автозаводская,10,19,185.2,115.84,28.2,2024,Без отделки,3.0,На улицу и двор,Монолитный,unknown,unknown,Новостройка,ГК Инград,5,0.5263157894736842,37.04,0.6254859611231102,0.15226781857451405
97767208,55.71485876024308,37.6511911844806,Автозаводская,15,16,148.3,92.76,18.4,2024,Без отделки,3.0,Во двор,Монолитный,unknown,unknown,Новостройка / Пентхаус,ГК Инград,5,0.9375,29.660000000000004,0.6254888739042481,0.12407282535401212
100923153,55.7265533861493,37.6437956111142,Павелецкая,9,18,118.7,74.25,14.42,2025,unknown,3.3,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,5,0.5,23.740000000000002,0.6255265374894692,0.12148272957034541
101869488,55.7669319256023,37.50625775042,Хорошево,29,43,137.9,56.8,6.3,2025,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.6744186046511628,27.580000000000002,0.4118926758520667,0.04568527918781726
102013242,55.7271270727083,37.6434817926594,Павелецкая,6,20,138.5,86.63,16.83,2025,unknown,3.3,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,5,0.3,27.7,0.6254873646209386,0.1215162454873646
103916610,55.7669319256023,37.50625775042,Хорошево,30,43,140.5,58.7,6.3,2025,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.6976744186046512,28.1,0.41779359430604984,0.04483985765124555
105033000,55.809889,37.624723,Алексеевская,32,32,157.0,117.8,19.08,2023,Без отделки,5.85,На улицу и двор,Монолитно-кирпичный,unknown,unknown,Новостройка / Пентхаус,КОРТРОС,5,1.0,31.4,0.7503184713375796,0.12152866242038216
104302230,55.71563778526384,37.65007270332382,Автозаводская,8,19,204.82,128.12,12.6,2024,Без отделки,3.0,Во двор,Монолитный,unknown,unknown,Новостройка,ГК Инград,5,0.42105263157894735,40.964,0.6255248510887609,0.06151742993848257
106010424,55.7669319256023,37.50625775042,Хорошево,35,43,148.2,71.3,6.1,2025,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.813953488372093,29.639999999999997,0.4811066126855601,0.04116059379217274
105112512,55.7669319256023,37.50625775042,Хорошево,36,43,141.6,59.8,6.3,2025,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.8372093023255814,28.32,0.422316384180791,0.04449152542372881
110900000,55.813344,37.380112,Мякинино,1,4,141.0,88.2,40.0,2016,Дизайнерский,3.2,unknown,Кирпичный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,0.25,28.2,0.625531914893617,0.28368794326241137
112132307,55.7271270727083,37.6434817926594,Павелецкая,8,20,140.2,87.7,17.04,2025,unknown,3.3,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,unknown,5,0.4,28.04,0.6255349500713268,0.12154065620542083
115839221,55.767656,37.504717,Хорошево,35,44,156.7,78.3,15.6,2024,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.7954545454545454,31.339999999999996,0.4996809189534142,0.09955328653477984
117360000,55.7943091429653,37.5420333076964,Аэропорт,20,41,163.0,101.96,6.4,2021,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.4878048780487805,32.6,0.625521472392638,0.0392638036809816
117444113,55.793752258287,37.543145287378,Аэропорт,19,41,171.9,107.52,20.89,2023,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.4634146341463415,34.38,0.625479930191972,0.1215241419429901
120569530,55.793752258287,37.543145287378,Аэропорт,19,41,168.1,105.15,6.1,2023,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.4634146341463415,33.62,0.625520523497918,0.0362879238548483
120587020,55.7670055748999,37.5017472742222,Хорошево,42,43,125.9,92.0,12.7,2023,Без отделки,3.15,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка,ГК ФСК,5,0.9767441860465116,25.18,0.7307386814932486,0.10087370929308974
80467265,55.6881187898379,37.472696525131,Мичуринский проспект,41,42,180.9,49.6,7.5,2025,Без отделки,6.35,Во двор,Монолитно-кирпичный,unknown,unknown,Новостройка / Пентхаус,Level Group,5,0.9761904761904762,36.18,0.2741846323935876,0.04145936981757877
131240000,55.7919316894884,37.5434439533729,ЦСКА,15,41,193.0,120.72,23.45,2026,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,38.6,0.6254922279792746,0.12150259067357512
135000000,55.714186,37.477031,Матвеевское,7,9,243.8,162.4,21.1,2007,Без ремонта,3.4,На улицу и двор,Монолитный,Центральное,Нет,Вторичка,unknown,5,0.7777777777777778,48.760000000000005,0.6661197703035274,0.08654634946677604
135765000,55.7919316894884,37.5434439533729,ЦСКА,15,41,215.5,134.8,26.19,2026,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,43.1,0.6255220417633411,0.12153132250580047
134998772,55.792513,37.542689,ЦСКА,15,41,196.1,122.66,23.83,2024,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,39.22,0.6254971953085161,0.12151963284038755
138011420,55.792513,37.542689,ЦСКА,15,41,210.5,131.67,25.58,2024,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,42.1,0.6255106888361045,0.12152019002375296
139230000,55.7919316894884,37.5434439533729,ЦСКА,15,41,221.0,138.24,26.86,2026,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,44.2,0.6255203619909503,0.12153846153846154
143550000,55.7919316894884,37.5434439533729,ЦСКА,15,41,191.4,119.72,23.26,2026,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,38.28,0.625496342737722,0.12152560083594567
147474436,55.792513,37.542689,ЦСКА,15,41,192.8,120.6,23.43,2024,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,38.56,0.62551867219917,0.12152489626556015
147740318,55.793752258287,37.543145287378,Аэропорт,39,41,183.5,114.78,8.0,2023,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.9512195121951219,36.7,0.6255040871934605,0.043596730245231606
138310592,55.692003,37.481172,Мичуринский проспект,2,10,173.6,108.59,21.1,2026,Без отделки,3.55,unknown,Монолитный,unknown,unknown,Новостройка,ДОНСТРОЙ,5,0.2,34.72,0.6255184331797236,0.12154377880184333
150360000,55.7919316894884,37.5434439533729,ЦСКА,15,41,214.8,134.36,26.1,2026,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,42.96,0.625512104283054,0.12150837988826815
151300000,55.743684,37.548851,Студенческая,10,10,178.0,111.34,30.0,2008,Дизайнерский,3.5,На улицу и двор,Кирпичный,Индивидуальный тепловой пункт,Нет,Вторичка,unknown,5,1.0,35.6,0.6255056179775281,0.16853932584269662
153564000,55.7919316894884,37.5434439533729,ЦСКА,15,41,229.2,143.37,27.85,2026,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,45.839999999999996,0.6255235602094241,0.12150959860383945
169759186,55.752453488652414,37.54337320151535,Деловой центр (Выставочная),54,85,218.48,136.66,26.55,2027,Черновая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,ГК Сумма Элементов,5,0.6352941176470588,43.696,0.625503478579275,0.12152142072500917
170406885,55.75333485240321,37.54837916931129,Деловой центр,60,67,162.3,133.0,24.4,2023,Без отделки,3.05,unknown,Монолитный,unknown,unknown,Новостройка,Capital Group,5,0.8955223880597015,32.46,0.8194701170671596,0.15033887861983977
173164881,55.752453488652414,37.54337320151535,Деловой центр (Выставочная),50,85,210.64,131.76,25.6,2027,Черновая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,ГК Сумма Элементов,5,0.5882352941176471,42.128,0.6255222180022788,0.12153437143942272
172028012,55.792513,37.542689,ЦСКА,15,41,224.9,140.68,27.33,2024,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,44.980000000000004,0.6255224544241885,0.12152067585593596
159653120,55.692003,37.481172,Мичуринский проспект,6,10,176.0,110.09,21.39,2026,Без отделки,3.55,unknown,Монолитный,unknown,unknown,Новостройка,ДОНСТРОЙ,5,0.6,35.2,0.6255113636363636,0.12153409090909091
174663294,55.752453488652414,37.54337320151535,Деловой центр (Выставочная),58,85,226.06,141.4,27.47,2027,Черновая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,ГК Сумма Элементов,5,0.6823529411764706,45.212,0.625497655489693,0.12151641157214899
174216000,55.7774312191004,37.6216445079329,Цветной бульвар,3,4,256.2,160.25,31.13,2024,Без отделки,3.3,unknown,Монолитный,unknown,unknown,Новостройка / Апартаменты,Класс,5,0.75,51.239999999999995,0.625487900078064,0.12150663544106168
180427800,55.743603,37.55858,Киевская,8,14,158.27,99.0,19.23,2026,Черновая,3.2,unknown,Монолитный,unknown,unknown,Новостройка / Апартаменты,unknown,5,0.5714285714285714,31.654000000000003,0.6255133632400328,0.12150123207177607
166340140,55.692003,37.481172,Мичуринский проспект,9,16,215.5,68.2,53.0,2026,Без отделки,3.65,На улицу и двор,Монолитный,unknown,unknown,Новостройка,ДОНСТРОЙ,5,0.5625,43.1,0.31647331786542926,0.2459396751740139
187318000,55.7919316894884,37.5434439533729,ЦСКА,15,41,256.6,160.5,31.18,2026,Предчистовая,3.1,unknown,Монолитный,unknown,unknown,Новостройка,Optima Development,5,0.36585365853658536,51.32000000000001,0.6254871395167575,0.12151208106001557
189250000,55.75120758568274,37.54959544907324,Деловой центр,16,67,151.4,123.7,22.7,2025,Без отделки,3.05,unknown,Монолитный,unknown,unknown,Новостройка,Capital Group,5,0.23880597014925373,30.28,0.8170409511228534,0.1499339498018494
191963000,55.7597937762912,37.5744250403356,Краснопресненская,19,20,197.9,123.79,24.05,2024,Предчистовая,3.1,unknown,Монолитно-кирпичный,unknown,unknown,Новостройка / Апартаменты,СЗ Киноцентр,5,0.95,39.58,0.6255179383527034,0.12152602324406266
196834000,55.75333485240321,37.54837916931129,Деловой центр,59,67,155.6,127.3,23.3,2023,Без отделки,3.05,unknown,Монолитный,unknown,unknown,Новостройка,Capital Group,5,0.8805970149253731,31.119999999999997,0.8181233933161954,0.14974293059125965
200133120,55.75333485240321,37.54837916931129,Деловой центр,60,67,153.6,125.6,23.0,2023,Без отделки,3.05,unknown,Монолитный,unknown,unknown,Новостройка,Capital Group,5,0.8955223880597015,30.72,0.8177083333333334,0.14973958333333334
